station_name_cleaned,num_trips
W Broadway & Spring Street,92802
W Broadway & W Houston St,58369
W Burnside Ave & University Ave,1302
W Fordham Rd & Loring Pl N,1783
W Houston St & Hudson St,84753
W Mosholu Pkwy S & Sedgwick Ave,1796
W Tremont Ave & Grand Ave,1143
W Tremont Ave & Montgomery Ave,1469
Wadsworth Ave & W 175 St,5560
Wadsworth Ave & W 179 St,9898
Wales Ave & E 147 St,2357
Wall St & South St,43052
Walnut Ave & E 136 St,1754
Walton Ave & E 153 St,2230
Walton Ave & E 168 St,3497
Walton Ave & E 171 St,3165
Walton Ave & E 183 St,1364
Wards Meadow Comfort Station,16946
Warren St & Church St,101669
Warren St & Court St,62396
Warren St & Smith St,12656
Warren St & W Broadway,27460
Washington Ave & E 163 St,4608
Washington Ave & E 167 St,2463
Washington Ave & E 174 St,1559
Washington Ave & Greene Ave,77767
Washington Ave & Park Ave,107678
Washington Park,98273
Washington Pl & 6 Ave,271967
Washington Pl & Broadway,331646
Washington Square E,91142
Washington St & Barrow St,26130
Washington St & Gansevoort St,422668
Washington St & Laight St,90
Water - Whitehall Plaza,129985
Water St & Gouverneur Ln,4800
Water St & Main St,6483
Waterbury St & Stagg St,16606
Waterloo Pl & Crotona Park East,1621
Watts St & Greenwich St,271645
Webb Ave & W 190 St,524
Webster Ave & E 166 St,1213
Webster Ave & Ford St,1889
Weeks Ave & E 175 St,1096
West Broadway & Watts St,223
West Drive & Prospect Park West,181957
West End Ave & W 107 St,79571
West End Ave & W 60 St,85791
West End Ave & W 78 St,27239
West End Ave & W 94 St,99598
West Farms Rd & Boone Ave,1198
West St & Chambers St,797209
West St & Liberty St,160309
West Thames St,328557
Westchester Ave & E 156 St,2599
Westchester Ave & Jackson Ave,6032
Westchester Ave & Longwood Ave,3843
Westchester Ave & Southern Blvd,4030
White St & Johnson Ave,6043
White St & Moore St,20492
Wilkins Ave & Crotona Park E,1529
William St & Pine St,198930
Willis Ave & Bruckner Blvd,6633
Willis Ave & E 137 St,9180
Willis Ave & E 141 St,6612
Willis Ave & E 143 St,3943
Willoughby Ave & Hall St,120147
Willoughby Ave & Myrtle Ave,24156
Willoughby Ave & Onderdonk Ave,5365
Willoughby Ave & Tompkins Ave,45478
Willoughby Ave & Walworth St,60557
Willoughby Ave & Wyckoff Ave,18957
Willoughby St & Ashland Pl,11900
Willoughby St & Fleet St,152668
Willow Ave & E 133 St,6464
Wilson Ave & Moffat St,7219
Wilson Ave & Troutman St,16438
Windsor Pl & 8 Ave,6725
Windsor Pl & Howard Pl,7273
Withers St & Kingsland Ave,12293
Wolcott St & Dwight St,12507
Woodward Ave & Harman St,5791
WS Don't Use,30
Wyckoff Av & Jefferson St,24267
Wyckoff Av & Stanhope St,21240
Wyckoff Ave & Gates Ave,11057
Wyckoff St & 3 Ave,29081
Wyckoff St & Bond St,3800
Wyckoff St & Nevins St,18279
Wythe Ave & Metropolitan Ave,268016
Yankee Ferry Terminal,55118
York St & Jay St,106451
